id_client,date_octroi,age,sexe,situation_matrimoniale,nb_personnes_charge,niveau_education,zone_habitation,secteur_activite,anciennete_activite_mois,revenu_mensuel_fcfa,charges_mensuelles_fcfa,possede_compte_epargne,montant_epargne_fcfa,montant_credit_fcfa,duree_credit_mois,taux_interet_annuel,objet_credit,type_garantie,membre_groupe_solidaire,nb_credits_anterieurs,nb_retards_anterieurs,score_mobile_money,nb_transactions_mm_mois,distance_agence_km,agent_credit,nb_relances_recouvrement,statut_dossier,defaut_paiement
CLI-004618,2023-06-08,39,F,Marie,6.0,Aucun,Semi-urbaine,Commerce,33.0,66500.0,25900.0,1,19600.0,515000.0,12,23.94,Fonds de roulement,Materiel,1,4,1,64.5,3,12.2,AG-005,0,Solde,0
CLI-004313,2021-03-03,53,F,Marie,1.0,Aucun,Semi-urbaine,Commerce,51.0,76600.0,46700.0,0,0.0,313000.0,24,25.57,Intrants agricoles,Caution solidaire,1,1,0,48.6,1,2.7,AG-009,0,Solde,0
CLI-000749,2024-01-04,18,M,Marie,3.0,Primaire,Urbaine,Commerce,44.0,96900.0,55900.0,0,0.0,129000.0,12,17.49,Habitat,Caution solidaire,1,2,0,54.7,19,2.1,AG-005,2,Solde,0
CLI-003361,2022-09-22,31,F,Marie,5.0,Superieur,Urbaine,Fonction publique,204.0,292200.0,180000.0,1,104100.0,352000.0,6,22.11,Fonds de roulement,Aucune,0,2,1,71.0,34,6.6,AG-018,0,En cours,0
CLI-008607,2021-09-01,43,F,Divorce,2.0,Superieur,Rurale,Artisanat,33.0,105600.0,67600.0,1,63700.0,291000.0,24,23.66,Fonds de roulement,Caution solidaire,1,2,1,,8,36.6,AG-012,0,En cours,0
CLI-005835,2024-04-08,47,F,Marie,3.0,Aucun,Rurale,Services,39.0,57900.0,41100.0,1,19200.0,265000.0,12,18.05,Sante,Materiel,0,2,0,31.6,6,21.1,AG-009,0,Solde,0
CLI-001503,2023-04-02,37,F,Veuf,2.0,Aucun,Urbaine,Commerce,51.0,83500.0,47300.0,1,20100.0,384000.0,18,25.13,Fonds de roulement,Aucune,0,1,0,45.7,20,7.2,AG-019,0,Solde,0
CLI-008083,2025-01-06,43,F,Marie,5.0,Secondaire,Urbaine,Services,17.0,172800.0,69300.0,0,0.0,876000.0,18,18.69,Intrants agricoles,Caution solidaire,1,2,0,50.1,20,13.4,AG-020,0,En cours,0
CLI-003178,2022-10-22,40,F,Marie,2.0,Primaire,Semi-urbaine,Agriculture,103.0,49300.0,23300.0,0,0.0,233000.0,24,23.31,Intrants agricoles,Aucune,0,1,0,63.6,7,4.2,AG-021,4,Contentieux,1
CLI-005976,2021-10-08,41,M,Marie,6.0,Superieur,Urbaine,Commerce,74.0,158700.0,78900.0,1,16400.0,627000.0,18,21.28,Equipement,Materiel,0,1,0,38.3,21,2.0,AG-010,1,Solde,0
CLI-002325,2022-11-19,63,F,Marie,5.0,Superieur,Urbaine,Agriculture,22.0,76600.0,58200.0,0,0.0,281000.0,18,21.82,Intrants agricoles,Caution solidaire,0,0,0,57.2,23,5.8,AG-008,1,Solde,0
CLI-007453,2024-04-28,45,M,Veuf,2.0,Superieur,Rurale,Commerce,44.0,122600.0,85900.0,0,0.0,156000.0,36,16.76,Scolarite,Materiel,0,1,1,54.9,6,22.4,AG-003,0,Solde,0
CLI-006454,2024-10-24,18,F,Marie,1.0,Primaire,Semi-urbaine,Commerce,49.0,,52100.0,0,0.0,874000.0,18,25.59,Equipement,Materiel,1,2,0,45.4,2,0.7,AG-013,1,Solde,0
CLI-003007,2021-07-02,46,M,Celibataire,0.0,Secondaire,Rurale,Agriculture,106.0,71000.0,16600.0,1,8100.0,155000.0,12,26.04,Equipement,Aucune,0,2,0,79.8,2,7.2,AG-025,0,Solde,0
CLI-005009,2023-11-27,53,M,MARIE(E),2.0,Aucun,Rurale,Commerce,39.0,60800.0,18800.0,1,19300.0,404000.0,6,23.29,Fonds de roulement,Materiel,0,2,0,49.1,5,25.6,AG-023,1,Solde,0
CLI-005190,2021-07-05,30,F,Celibataire,2.0,Primaire,Semi-urbaine,Commerce,102.0,,83800.0,1,66300.0,775000.0,18,24.65,Autre,Materiel,0,3,0,67.0,10,2.8,AG-010,0,Solde,0
CLI-002796,2023-01-22,19,F,Marie,6.0,Secondaire,Urbaine,Commerce,53.0,229400.0,94300.0,0,0.0,434000.0,24,23.09,Equipement,Caution solidaire,1,2,1,53.9,21,4.4,AG-011,1,En cours,0
CLI-005094,2022-08-17,37,F,Marie,0.0,Primaire,Semi-urbaine,Services,8.0,129900.0,32300.0,0,0.0,1025000.0,24,22.16,Fonds de roulement,Materiel,1,1,0,59.1,0,3.5,AG-014,0,En cours,0
CLI-006064,2022-12-31,44,F,Marie,10.0,Primaire,Rurale,Commerce,57.0,85300.0,62500.0,1,8300.0,137000.0,12,22.66,Scolarite,Aucune,0,2,1,40.3,2,5.9,AG-012,0,En cours,0
CLI-002379,2023-02-10,31,F,Marie,2.0,Secondaire,Semi-urbaine,Services,100.0,78000.0,35000.0,0,0.0,393000.0,12,22.41,Autre,Caution solidaire,1,0,0,53.9,9,1.2,AG-012,1,Solde,0
CLI-006876,2021-04-26,38,M,Marie,1.0,Secondaire,Rurale,Commerce,58.0,61500.0,38100.0,0,0.0,288000.0,12,23.64,Intrants agricoles,Hypotheque,0,0,0,42.1,6,11.8,AG-023,0,En cours,0
CLI-005951,2023-10-08,38,F,Marie,3.0,Aucun,Rurale,Commerce,53.0,36200.0,18700.0,0,0.0,145000.0,12,25.59,Fonds de roulement,Aucune,1,0,0,58.1,4,3.4,AG-011,0,Solde,0
CLI-007487,2021-09-28,27,F,Celibataire,0.0,Secondaire,Urbaine,Services,42.0,217000.0,66000.0,0,0.0,1705000.0,6,24.7,Fonds de roulement,Aucune,0,0,0,72.4,31,2.4,AG-012,7,Recouvrement,1
CLI-002653,2022-03-09,22,F,Marie,4.0,Secondaire,RURALE,Agriculture,12.0,66200.0,35500.0,0,0.0,165000.0,36,19.47,Fonds de roulement,Caution solidaire,1,2,0,55.4,15,19.0,AG-020,0,Solde,0
CLI-005422,2023-07-15,46,M,Celibataire,1.0,Aucun,Semi-urbaine,Fonction publique,108.0,141500.0,54600.0,0,,483000.0,12,24.55,Scolarite,Aucune,0,1,0,72.8,9,6.7,AG-018,1,En cours,0
CLI-000018,2023-06-01,30,F,Veuf,0.0,Primaire,Semi-urbaine,Fonction publique,79.0,151100.0,87700.0,0,0.0,453000.0,12,20.55,Intrants agricoles,Aucune,0,0,0,67.8,8,6.1,AG-016,0,En cours,0
CLI-007484,2024-08-25,47,F,Marie,2.0,Primaire,Semi-urbaine,Services,12.0,114400.0,28500.0,0,0.0,751000.0,6,20.56,Fonds de roulement,Caution solidaire,0,2,0,58.0,4,2.4,AG-001,10,Recouvrement,1
CLI-001482,2024-12-04,44,M,Divorce,1.0,Aucun,Rurale,Agriculture,166.0,33700.0,19500.0,1,24800.0,189000.0,9,14.23,Scolarite,Aucune,0,2,0,,2,4.4,AG-014,0,Solde,0
CLI-006826,2023-01-02,32,F,Veuf,2.0,Secondaire,Semi-urbaine,Agriculture,35.0,84700.0,32400.0,0,0.0,196000.0,12,28.24,Sante,Caution solidaire,0,0,0,56.4,5,3.5,AG-016,1,Solde,0
CLI-005711,21/01/2023,38,F,MARIE(E),,Aucun,Rurale,Artisanat,55.0,38500.0,21200.0,0,0.0,25000.0,9,24.95,Fonds de roulement,Aucune,0,4,2,50.4,5,3.8,AG-005,0,Solde,0
CLI-001129,2024-01-16,28,M,Marie,7.0,Aucun,Rurale,Commerce,76.0,43600.0,33700.0,1,63700.0,323000.0,6,23.78,Equipement,Caution solidaire,1,1,0,73.5,7,9.6,AG-009,0,Solde,0
CLI-004514,2023-06-14,42,M,Marie,3.0,Superieur,Urbaine,Services,45.0,207100.0,123000.0,1,46200.0,953000.0,18,15.7,Habitat,Caution solidaire,1,3,3,50.2,22,1.9,AG-021,0,Solde,0
CLI-007516,2024-08-10,20,M,Marie,2.0,Aucun,URBAINE,Agriculture,64.0,,43200.0,0,0.0,659000.0,12,25.66,Habitat,Materiel,0,1,0,47.4,15,1.0,AG-013,5,Contentieux,1
CLI-006336,2021-01-29,44,F,Marie,2.0,Primaire,Rurale,Commerce,70.0,76200.0,36500.0,0,0.0,82000.0,6,22.67,Equipement,Caution solidaire,1,4,1,61.6,8,8.6,AG-010,0,En cours,0
CLI-006291,2022-09-10,47,M,Marie,6.0,Superieur,Urbaine,Commerce,55.0,171700.0,121000.0,0,0.0,1073000.0,18,21.43,Fonds de roulement,Caution solidaire,1,0,0,34.9,13,13.0,AG-016,0,Solde,0
CLI-004003,2022-05-09,44,F,Marie,4.0,Superieur,Semi-urbaine,Commerce,16.0,,59000.0,1,8600.0,105000.0,6,26.63,Equipement,Caution solidaire,1,1,0,62.3,5,5.0,AG-014,1,Solde,0
CLI-008706,2023-07-28,47,F,Marie,4.0,Primaire,Urbaine,Commerce,,50500.0,27700.0,0,0.0,96000.0,6,24.59,Equipement,Aucune,0,2,0,63.0,15,4.1,AG-022,0,En cours,0
CLI-005918,29/12/2021,29,F,Marie,3.0,Secondaire,Urbaine,Artisanat,60.0,106800.0,68200.0,1,26900.0,252000.0,6,21.97,Sante,Aucune,0,0,0,42.2,7,6.2,AG-014,1,Solde,0
CLI-003547,2023-02-13,31,F,Marie,,Superieur,Semi-urbaine,Fonction publique,57.0,329000.0,162900.0,1,242400.0,1986000.0,18,19.08,Intrants agricoles,Hypotheque,0,2,2,40.1,8,8.9,AG-022,0,En cours,0
CLI-008060,2024-07-05,25,F,Divorce,2.0,,Rurale,Agriculture,25.0,39800.0,30700.0,1,13600.0,69000.0,12,32.51,Fonds de roulement,Aucune,0,0,0,61.4,6,46.8,AG-019,0,Solde,0
CLI-006456,2025-01-29,34,M,Celibataire,3.0,Secondaire,Semi-urbaine,Services,14.0,74100.0,30400.0,0,0.0,205000.0,3,22.68,Equipement,Caution solidaire,1,1,1,65.7,7,7.1,AG-003,1,Solde,0
CLI-000949,17/06/2024,39,M,Marie,5.0,Secondaire,Urbaine,Agriculture,52.0,29500.0,21000.0,0,0.0,52000.0,12,20.72,Intrants agricoles,Aucune,0,1,0,48.5,19,4.1,AG-014,0,Solde,0
CLI-003252,2024-09-28,47,F,Celibataire,1.0,Aucun,Rurale,Services,157.0,69600.0,39500.0,0,0.0,141000.0,9,16.2,Scolarite,Caution solidaire,1,2,0,32.2,9,23.3,AG-020,0,Solde,0
CLI-006029,24/12/2022,26,M,Marie,3.0,Secondaire,Urbaine,Transport,131.0,118600.0,89600.0,1,16900.0,414000.0,18,19.03,Equipement,Aucune,0,2,0,75.0,12,2.4,AG-002,0,Solde,0
CLI-008870,2021-11-14,46,M,Divorce,4.0,Primaire,Rurale,Services,137.0,111600.0,76000.0,1,66600.0,320000.0,6,14.96,Intrants agricoles,Caution solidaire,1,2,1,57.4,8,29.4,AG-019,0,Solde,0
CLI-004735,2023-08-13,-1,M,Marie,6.0,Primaire,Urbaine,Commerce,79.0,57300.0,24400.0,1,9200.0,250000.0,24,23.47,Fonds de roulement,Aucune,0,2,0,58.6,14,6.7,AG-002,1,Solde,0
CLI-008639,2022-02-22,40,M,Marie,3.0,Secondaire,Semi-urbaine,Artisanat,25.0,100700.0,27700.0,0,0.0,230000.0,12,23.88,Scolarite,Aucune,0,1,0,76.7,9,3.5,AG-021,0,Solde,0
CLI-003524,2024-05-30,27,M,Marie,2.0,Aucun,Rurale,Artisanat,20.0,77500.0,38300.0,0,0.0,188000.0,18,18.91,Scolarite,Caution solidaire,1,4,0,53.3,4,5.2,AG-016,0,Solde,0
CLI-001687,2023-03-06,39,M,Veuf,2.0,Primaire,Urbaine,  Transport,31.0,134100.0,46600.0,1,71400.0,623000.0,6,20.46,Fonds de roulement,Materiel,0,3,0,68.4,19,1.4,AG-026,0,Solde,0
CLI-005578,2025-02-18,41,F,Marie,1.0,Secondaire,Rurale,Agriculture,42.0,56600.0,31700.0,0,0.0,220000.0,12,14.8,Autre,Aucune,0,0,0,40.4,4,8.8,AG-002,4,Contentieux,1
CLI-001467,2023-10-04,48,F,Divorce,1.0,Superieur,Urbaine,  Agriculture,28.0,87200.0,32200.0,0,0.0,535000.0,18,22.12,Intrants agricoles,Caution solidaire,0,1,0,54.3,9,3.8,AG-003,0,Solde,0
CLI-003504,2023-07-15,37,F,Marie,3.0,Aucun,Urbaine,Transport,26.0,103800.0,58700.0,0,,513000.0,12,17.8,Fonds de roulement,Aucune,0,2,1,50.2,18,2.7,AG-021,0,Solde,0
CLI-004614,2023-04-18,28,M,Marie,6.0,Aucun,SEMI-URBAINE,Services,29.0,64600.0,26400.0,0,,308000.0,18,19.72,Fonds de roulement,Materiel,0,3,0,53.1,8,4.2,AG-019,0,Solde,0
CLI-003674,2022-12-11,34,F,Celibataire,3.0,Aucun,Semi-urbaine,Transport,33.0,48300.0,22700.0,0,0.0,313000.0,36,21.33,Intrants agricoles,Aucune,0,0,0,53.9,4,7.0,AG-016,1,Solde,0
CLI-000530,2021-03-27,35,M,Divorce,1.0,Primaire,Rurale,Services,78.0,83300.0,37300.0,0,0.0,273000.0,24,23.06,Habitat,Materiel,0,3,0,18.0,8,12.5,AG-020,8,Contentieux,1
CLI-003595,03/01/2023,44,M,Marie,4.0,Secondaire,Urbaine,Commerce,49.0,146900.0,86300.0,0,0.0,268000.0,18,22.14,Fonds de roulement,Aucune,0,4,0,58.7,26,9.5,AG-018,0,En cours,0
CLI-007763,2024-11-18,46,F,Marie,1.0,Primaire,Semi-urbaine,Fonction publique,142.0,182800000.0,51100.0,0,,343000.0,3,18.02,Sante,Aucune,0,1,0,71.4,8,4.9,AG-013,0,En cours,0
CLI-004303,2022-01-04,28,M,Marie,3.0,Primaire,Rurale,Services,93.0,84900.0,28500.0,0,0.0,94000.0,18,26.67,Equipement,Aucune,1,3,1,30.6,5,30.8,AG-014,0,Solde,0
CLI-003929,2023-04-20,49,F,Celibataire,1.0,Secondaire,Urbaine,Commerce,59.0,82400.0,16000.0,1,30900.0,532000.0,6,15.2,Fonds de roulement,Aucune,0,1,0,69.0,16,7.9,AG-018,0,Solde,0
CLI-001257,2022-12-16,23,F,Celibataire,1.0,Aucun,Semi-urbaine,Commerce,97.0,68500.0,20700.0,0,0.0,352000.0,18,20.01,Scolarite,Aucune,1,0,0,54.3,2,5.9,AG-012,0,Solde,0
CLI-008786,2021-02-15,31,F,Marie,2.0,Primaire,Urbaine,Agriculture,36.0,47100.0,17900.0,0,0.0,139000.0,9,20.7,Fonds de roulement,Caution solidaire,1,2,0,,14,3.9,AG-001,0,Solde,0
CLI-005134,2023-12-31,19,M,Marie,1.0,Aucun,Rurale,Commerce,82.0,35800.0,13400.0,0,0.0,167000.0,18,21.62,Sante,Caution solidaire,1,1,0,57.5,4,13.0,AG-007,0,Solde,0
CLI-000794,2021-07-23,24,F,Marie,4.0,Secondaire,Urbaine,Commerce,46.0,142200.0,78000.0,0,0.0,569000.0,6,18.8,Intrants agricoles,Caution solidaire,0,2,0,73.2,17,2.7,AG-004,0,Solde,0
CLI-000969,2021-03-17,24,F,Marie,9.0,Superieur,Urbaine,Artisanat,17.0,49200.0,23100.0,0,0.0,157000.0,6,22.77,Equipement,Materiel,0,3,0,73.9,27,2.1,AG-010,0,Solde,0
CLI-000408,2022-05-23,41,F,Marie,2.0,Secondaire,Semi-urbaine,Services,107.0,174400.0,47200.0,0,,555000.0,18,20.07,Fonds de roulement,Caution solidaire,1,1,0,56.8,12,2.6,AG-015,0,Solde,0
CLI-007185,2024-06-21,30,M,Celibataire,1.0,Aucun,Semi-urbaine,Transport,,110900.0,35900.0,1,21200.0,823000.0,6,21.01,Intrants agricoles,Caution solidaire,1,4,0,69.0,8,7.0,AG-002,0,Solde,0
CLI-007377,2023-12-06,39,F,Marie,1.0,Secondaire,Urbaine,Artisanat,59.0,72600.0,43500.0,1,8800.0,95000.0,9,19.05,Intrants agricoles,Aucune,0,1,0,56.0,16,1.7,AG-024,1,En cours,0
CLI-005897,2021-01-26,41,F,Divorce,0.0,Aucun,Semi-urbaine,Agriculture,33.0,40700.0,12700.0,0,0.0,210000.0,24,21.78,Intrants agricoles,Aucune,0,1,1,,3,4.6,AG-014,0,Solde,0
CLI-007905,2024-01-01,38,M,Marie,2.0,Primaire,Rurale,Fonction publique,176.0,71300.0,25600.0,0,0.0,588000.0,9,22.26,Fonds de roulement,Materiel,0,1,0,50.0,3,19.3,AG-019,0,Solde,0
CLI-005625,2023-12-02,45,F,Divorce,1.0,Primaire,Rurale,Commerce,106.0,43600.0,10300.0,0,0.0,185000.0,6,23.19,Intrants agricoles,Caution solidaire,1,1,0,48.4,5,37.2,AG-017,1,Solde,0
CLI-005888,2021-10-21,40,F,Marie,5.0,Superieur,Urbaine,Commerce,58.0,140200.0,65100.0,0,0.0,291000.0,6,20.87,Intrants agricoles,Aucune,0,5,2,59.0,24,4.0,AG-025,6,Recouvrement,1
CLI-006496,2024-04-20,37,F,Celibataire,1.0,Aucun,Rurale,Transport,21.0,88500.0,47000.0,0,,253000.0,24,17.1,Habitat,Caution solidaire,1,2,0,34.1,5,20.6,AG-016,0,Solde,0
CLI-001449,2024-10-10,38,F,Marie,3.0,Primaire,Rurale,Transport,43.0,28700.0,17600.0,0,0.0,209000.0,12,23.14,Equipement,Aucune,0,2,0,48.3,5,15.1,AG-005,0,En cours,0
CLI-002305,2021-05-20,33,M,Celibataire,,Secondaire,Rurale,Commerce,106.0,96800.0,46500.0,0,0.0,545000.0,9,20.25,Intrants agricoles,Materiel,0,2,2,30.4,8,34.4,AG-025,0,Solde,0
CLI-007762,2024-01-03,52,F,Celibataire,2.0,Superieur,Urbaine,Commerce,18.0,319900.0,189200.0,0,0.0,2461000.0,6,19.5,Intrants agricoles,Materiel,0,1,0,61.0,28,2.6,AG-019,6,Recouvrement,1
CLI-006251,2022-02-15,33,F,Marie,5.0,Aucun,Rurale,Commerce,192.0,63700.0,50500.0,0,0.0,358000.0,12,20.63,Fonds de roulement,Caution solidaire,0,4,0,64.1,4,5.4,AG-012,6,Recouvrement,1
CLI-000222,2023-05-15,45,M,Marie,7.0,Superieur,Semi-urbaine,Artisanat,75.0,78100.0,59600.0,0,0.0,377000.0,12,26.88,Equipement,Caution solidaire,1,1,0,40.7,9,15.2,AG-004,0,Solde,0
CLI-002685,2023-11-10,32,F,Marie,2.0,Aucun,Rurale,Artisanat,106.0,,36600.0,0,,192000.0,6,22.14,Scolarite,Aucune,0,3,0,65.3,4,38.9,AG-003,0,En cours,0
CLI-007562,2024-03-08,22,M,Veuf,0.0,Secondaire,Urbaine,Artisanat,33.0,85000.0,35500.0,0,0.0,445000.0,36,22.22,Fonds de roulement,Materiel,0,1,0,75.7,15,1.4,AG-017,0,En cours,0
CLI-000088,2021-02-07,24,M,Veuf,0.0,Secondaire,Semi-urbaine,Transport,64.0,,32100.0,0,0.0,447000.0,12,18.56,Equipement,Caution solidaire,1,2,0,47.0,3,4.1,AG-012,0,Solde,0
CLI-004221,2021-05-21,37,F,Celibataire,1.0,Primaire,Semi-urbaine,Agriculture,60.0,54000.0,16000.0,0,0.0,81000.0,9,20.03,Sante,Aucune,0,2,2,33.9,6,13.1,AG-019,0,Solde,0
CLI-001734,2022-02-16,31,F,Marie,4.0,Primaire,Rurale,Commerce,132.0,80200.0,18100.0,1,,355000.0,18,18.76,Intrants agricoles,Aucune,0,1,0,36.5,8,4.0,AG-023,0,En cours,0
CLI-002322,2021-11-02,27,F,Celibataire,2.0,Secondaire,Rurale,Agriculture,73.0,53100.0,26000.0,1,,494000.0,6,27.32,Equipement,Materiel,0,0,0,63.5,4,9.4,AG-010,6,Restructure,1
CLI-005026,2021-10-30,25,F,Marie,1.0,Primaire,Rurale,Commerce,46.0,47200.0,28800.0,1,6900.0,117000.0,12,21.51,Fonds de roulement,Aucune,0,4,0,57.7,7,4.4,AG-001,0,Solde,0
CLI-002833,2022-04-18,58,M,Celibataire,1.0,Aucun,Rurale,Commerce,15.0,75000.0,36900.0,0,,330000.0,36,23.04,Habitat,Materiel,0,2,2,,8,12.7,AG-005,0,Solde,0
CLI-008172,2021-12-08,39,F,Marie,6.0,Primaire,Urbaine,Commerce,29.0,223300.0,139800.0,1,18100.0,784000.0,36,21.92,Intrants agricoles,Caution solidaire,1,3,0,63.5,15,6.2,AG-015,0,En cours,0
CLI-002517,2025-03-26,25,F,Divorce,0.0,Secondaire,Urbaine,Commerce,96.0,112500.0,51200.0,1,16200.0,940000.0,36,19.39,Equipement,Caution solidaire,1,2,1,36.4,19,2.0,AG-020,3,En cours,0
CLI-003401,2024-04-28,47,F,Celibataire,3.0,Superieur,Rurale,Commerce,53.0,128900.0,62000.0,0,,119000.0,6,25.14,Sante,Caution solidaire,1,2,1,46.3,9,13.6,AG-004,0,En cours,0
CLI-000094,2024-01-25,55,F,Celibataire,1.0,Primaire,Semi-urbaine,Services,29.0,89200.0,46100.0,1,3000.0,227000.0,36,24.64,Fonds de roulement,Caution solidaire,0,1,0,52.1,3,3.9,AG-012,1,Solde,0
CLI-001174,2023-03-29,44,M,Celibataire,1.0,Aucun,RURALE,Commerce,38.0,62800.0,35600.0,0,0.0,107000.0,6,25.56,Scolarite,Caution solidaire,1,2,1,42.2,3,15.6,AG-017,0,En cours,0
CLI-006807,2022-09-23,26,F,Marie,2.0,Superieur,Urbaine,Services,36.0,250800.0,109300.0,1,53500.0,231000.0,18,19.35,Autre,Caution solidaire,1,1,1,61.4,17,1.9,AG-013,0,Solde,0
CLI-000812,2021-12-22,35,M,Marie,5.0,Primaire,Semi-urbaine,Services,25.0,149500.0,87500.0,0,0.0,420000.0,24,17.59,Fonds de roulement,Caution solidaire,1,3,1,,7,2.9,AG-011,0,En cours,0
CLI-006538,2024-03-23,25,F,Marie,3.0,Primaire,Semi-urbaine,Transport,87.0,66600.0,49200.0,1,2900.0,291000.0,12,27.68,Equipement,Aucune,0,5,2,50.4,10,6.7,AG-019,0,En cours,0
CLI-002766,2022-05-14,40,F,Marie,1.0,Superieur,Rurale,Commerce,12.0,-999.0,30200.0,1,10200.0,174000.0,6,20.22,Equipement,Aucune,0,1,0,,4,4.5,AG-001,6,Recouvrement,1
CLI-001096,13/08/2021,18,F,Marie,2.0,Superieur,Rurale,Artisanat,36.0,130200.0,47600.0,0,0.0,708000.0,18,21.94,Scolarite,Hypotheque,0,1,0,41.6,11,22.8,AG-020,0,En cours,0
CLI-007605,2024-09-05,43,F,Marie,4.0,Secondaire,Rurale,Artisanat,39.0,52800.0,14400.0,0,,220000.0,18,27.17,Habitat,Aucune,0,2,0,,6,10.0,AG-019,0,Solde,0
CLI-008259,2024-04-06,54,F,Celibataire,2.0,Primaire,Rurale,Agriculture,23.0,36700.0,20900.0,1,6000.0,231000.0,24,24.78,Fonds de roulement,Materiel,0,0,0,46.9,5,14.3,AG-007,0,Solde,0
CLI-007458,2022-05-10,31,F,Marie,5.0,Superieur,Semi-urbaine,Agriculture,67.0,90000.0,54000.0,1,26300.0,431000.0,24,24.9,Fonds de roulement,Caution solidaire,1,4,0,43.5,3,2.7,AG-007,0,Solde,0
CLI-001090,2021-09-15,54,M,Veuf,0.0,Primaire,Rurale,Transport,146.0,53900.0,13800.0,0,0.0,86000.0,12,15.84,Intrants agricoles,Aucune,0,0,0,64.1,5,13.6,AG-013,1,Solde,0
CLI-002175,2022-06-19,38,F,Marie,6.0,Superieur,Urbaine,Fonction publique,56.0,381000.0,189800.0,0,0.0,920000.0,6,23.56,Equipement,Aucune,0,2,0,80.8,26,8.5,AG-001,0,Solde,0
CLI-003683,2023-02-06,41,F,Celibataire,2.0,Primaire,Rurale,Transport,28.0,96400.0,32700.0,0,,130000.0,12,29.33,Equipement,Aucune,0,3,0,72.7,7,12.1,AG-026,0,Solde,0
CLI-008451,2021-01-07,18,F,Veuf,1.0,Primaire,RURALE,Fonction publique,77.0,88600.0,55200.0,0,0.0,411000.0,6,28.13,Intrants agricoles,Materiel,1,3,1,49.2,4,20.3,AG-013,4,Recouvrement,1
CLI-006886,2025-01-21,41,F,Veuf,4.0,Aucun,Rurale,Commerce,,50000.0,28600.0,0,0.0,681000.0,6,17.78,Habitat,Aucune,0,1,0,39.3,4,16.7,AG-007,1,Solde,0
CLI-000362,2022-05-19,33,F,Celibataire,3.0,Aucun,Rurale,Commerce,63.0,44300.0,22100.0,0,0.0,89000.0,36,25.19,Fonds de roulement,Caution solidaire,1,1,0,59.4,1,7.5,AG-007,0,En cours,0
CLI-008343,2024-01-25,38,F,Veuf,2.0,Secondaire,Rurale,Agriculture,68.0,109500.0,30900.0,0,0.0,576000.0,36,22.38,Autre,Hypotheque,0,0,0,45.3,14,38.6,AG-020,1,Solde,0
CLI-001603,2022-07-26,34,F,Marie,1.0,Superieur,Semi-urbaine,Agriculture,70.0,88700.0,59200.0,0,0.0,167000.0,6,25.43,Fonds de roulement,Aucune,0,1,0,58.5,11,1.9,AG-013,0,Solde,0
CLI-005509,2021-07-31,36,F,Marie,2.0,Superieur,Urbaine,Agriculture,93.0,61400.0,31300.0,1,11800.0,460000.0,9,19.38,Habitat,Materiel,0,4,1,70.8,24,8.4,AG-018,0,En cours,0
CLI-003527,2023-07-02,43,F,Celibataire,1.0,Secondaire,Rurale,Artisanat,51.0,114700.0,63400.0,0,0.0,732000.0,9,23.32,Scolarite,Caution solidaire,1,0,0,29.6,9,19.6,AG-014,0,Solde,0
CLI-005155,19/10/2022,38,M,Celibataire,0.0,Secondaire,Urbaine,Services,15.0,121600.0,55100.0,0,0.0,715000.0,6,17.85,Fonds de roulement,Caution solidaire,1,0,0,66.0,16,1.6,AG-016,0,Solde,0
CLI-003297,2024-11-22,30,M,Celibataire,0.0,Secondaire,Rurale,Commerce,48.0,-999.0,31400.0,0,0.0,65000.0,9,19.85,Autre,Aucune,0,0,0,,5,9999.0,AG-016,0,Solde,0
CLI-001497,2024-08-30,60,M,Marie,4.0,Aucun,Rurale,Agriculture,66.0,48000.0,16800.0,0,0.0,83000.0,9,29.94,Fonds de roulement,Caution solidaire,1,1,0,59.8,2,15.9,AG-024,0,En cours,0
CLI-000764,2024-08-12,36,F,Marie,1.0,Superieur,Urbaine,Artisanat,3.0,115800.0,45300.0,1,41500.0,374000.0,24,26.53,Intrants agricoles,Caution solidaire,1,5,2,40.3,25,5.9,AG-002,1,Solde,0
CLI-004987,2021-03-13,30,M,Marie,2.0,Primaire,Urbaine,Services,85.0,124300.0,46800.0,1,20300.0,132000.0,12,27.43,Intrants agricoles,Caution solidaire,1,2,0,,13,5.8,AG-019,0,Solde,0
CLI-001682,2024-09-28,24,F,Divorce,1.0,Aucun,Urbaine,Agriculture,64.0,36600.0,19000.0,1,59900.0,301000.0,18,26.75,Fonds de roulement,Hypotheque,0,2,0,63.3,20,8.4,AG-022,0,En cours,0
CLI-004154,2022-03-24,41,F,Marie,2.0,Primaire,Urbaine,Commerce,19.0,208800.0,113800.0,1,67100.0,680000.0,12,17.43,Scolarite,Caution solidaire,1,2,0,50.8,19,5.6,AG-006,0,En cours,0
CLI-008662,2022-03-02,35,F,Celibataire,3.0,Aucun,Urbaine,Agriculture,90.0,74400.0,52800.0,1,60200.0,301000.0,18,17.45,Equipement,Caution solidaire,1,2,0,45.3,15,3.5,AG-009,1,Solde,0
CLI-007530,2023-07-20,40,M,Marie,4.0,Secondaire,Urbaine,Commerce,96.0,75700.0,26200.0,0,0.0,275000.0,9,17.65,Fonds de roulement,Caution solidaire,1,6,3,61.8,14,1.5,AG-019,1,Solde,0
CLI-005709,2022-12-28,54,M,Marie,6.0,Primaire,Rurale,Commerce,166.0,95500.0,55700.0,0,,284000.0,24,18.99,Fonds de roulement,Caution solidaire,1,1,0,29.8,6,25.4,AG-016,0,Solde,0
